Time,ClimateRegionName,ClimateRegionIndex,NumSites,NEEC,SOMTC,AGB,AG_NPPC,BG_NPPC,Litterfall,AgeMortality,MineralN,TotalN,GrossMineralization,C_LiveLeaf,C_LiveFRoot,C_LiveWood,C_LiveCRoot,C_DeadWood,C_DeadCRoot,C_DeadLeaf_Struc,C_DeadLeaf_Meta,C_DeadFRoot_Struc,C_DeadFRoot_Meta,C_SOM1surf,C_SOM1soil,C_SOM2,C_SOM3,N_Leaf,N_FRoot,N_Wood,N_CRoot,N_DeadWood,N_DeadCRoot,N_DeadLeaf_Struc,N_DeadLeaf_Meta,N_DeadFRoot_Struc,N_DeadFRoot_Meta,N_SOM1surf,N_SOM1soil,N_SOM2,N_SOM3,SurfStrucNetMin,SurfMetaNetMin,SoilStrucNetMin,SoilMetaNetMin,SOM1surfNetMin,SOM1soilNetMin,SOM2NetMin,SOM3NetMin,TotalNdep,LeachedC,LeachedN,FireCEfflux,FireNEfflux,Nuptake,Nresorbed,TotalSoilN,Nvol,FrassC,DroughtMort,
0, Clay3, 0, 34975, 0, 4318.6, 14449.1, 0, 0, 0, 0, 2.4, 407.6, 0, 0, 0, 6791.1, 5911.2, 238.7, 238.7, 20.3, 3.6, 0, 0, 2129.5, 65.7, 1532.3, 591, 0, 0, 24.1, 31.2, 1.2, 1.2, 0.1, 0.4, 0, 0, 213, 6.6, 61.3, 66.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 349.9, 0, 0, 0, 
0, Clay2, 1, 89356, 0, 3942.7, 10454.9, 0, 0, 0, 0, 2.4, 365.5, 0, 0, 0, 4913.8, 4502.2, 174.7, 174.7, 14.8, 2.6, 0, 0, 1949.3, 59.8, 1395.4, 538.2, 0, 0, 19.6, 24.5, 0.9, 0.9, 0.1, 0.3, 0, 0, 194.9, 6, 55.8, 60.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 319.7, 0, 0, 0, 
0, Clay1, 2, 10490, 0, 4147.6, 11279.2, 0, 0, 0, 0, 2.4, 392.8, 0, 0, 0, 5301.2, 4809.9, 128.6, 128.6, 10.9, 1.9, 0, 0, 2080.5, 62, 1446.9, 558.1, 0, 0, 25, 29.2, 0.6, 0.6, 0.1, 0.2, 0, 0, 208.1, 6.2, 57.9, 62.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 337.3, 0, 0, 0, 
0, ClayLoam3, 3, 35439, 0, 4497.1, 15941.3, 0, 0, 0, 0, 2.4, 427.2, 0, 0, 0, 7492.4, 6615.3, 258.4, 258.4, 22, 3.9, 0, 0, 2188, 69.3, 1616.4, 623.5, 0, 0, 26.3, 35.3, 1.3, 1.3, 0.1, 0.4, 0, 0, 218.8, 6.9, 64.7, 69.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 363.1, 0, 0, 0, 
0, ClayLoam2, 4, 67166, 0, 3554.9, 8927.6, 0, 0, 0, 0, 2.4, 327.3, 0, 0, 0, 4196, 3845.9, 170.5, 170.5, 14.5, 2.6, 0, 0, 1751.3, 54.1, 1262.5, 487, 0, 0, 16.1, 21.2, 0.9, 0.9, 0.1, 0.3, 0, 0, 175.1, 5.4, 50.5, 54.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 288.3, 0, 0, 0, 
0, ClayLoam1, 5, 4459, 0, 3707, 12293.4, 0, 0, 0, 0, 2.4, 368.7, 0, 0, 0, 5777.9, 5433.5, 72, 72, 6.1, 1.1, 0, 0, 1857, 55.5, 1295, 499.5, 0, 0, 32.3, 34.1, 0.4, 0.4, 0, 0.1, 0, 0, 185.7, 5.6, 51.8, 55.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 301.5, 0, 0, 0, 
0, ClayLoam4, 6, 1586, 0, 6034.3, 20639.5, 0, 0, 0, 0, 2.4, 557.9, 0, 0, 0, 9700.6, 8879.6, 309.8, 309.8, 26.3, 4.6, 0, 0, 2664.3, 101.1, 2359, 909.9, 0, 0, 31.3, 47.6, 1.5, 1.5, 0.1, 0.5, 0, 0, 266.4, 10.1, 94.4, 101.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 475.8, 0, 0, 0, 
0, Sands3, 7, 22943, 0, 5088.9, 18019.6, 0, 0, 0, 0, 2.4, 482.4, 0, 0, 0, 8469.2, 7721.4, 278.9, 278.9, 23.7, 4.2, 0, 0, 2394.6, 80.8, 1886, 727.5, 0, 0, 29.8, 42.5, 1.4, 1.4, 0.1, 0.4, 0, 0, 239.5, 8.1, 75.4, 81.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 407.4, 0, 0, 0, 
0, Sands2, 8, 21735, 0, 3894.8, 10424.9, 0, 0, 0, 0, 2.4, 361, 0, 0, 0, 4899.7, 4560.6, 204.4, 204.4, 17.4, 3.1, 0, 0, 1888.3, 60.2, 1404.5, 541.8, 0, 0, 18.8, 25.7, 1, 1, 0.1, 0.3, 0, 0, 188.8, 6, 56.2, 60.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 314.5, 0, 0, 0, 
0, Sands1, 9, 27903, 0, 3524.8, 8562.7, 0, 0, 0, 0, 2.4, 331.2, 0, 0, 0, 4024.5, 3882, 59.6, 59.6, 5.1, 0.9, 0, 0, 1779.3, 52.4, 1221.9, 471.3, 0, 0, 19.3, 23.9, 0.3, 0.3, 0, 0.1, 0, 0, 177.9, 5.2, 48.9, 52.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 287.3, 0, 0, 0, 
0, Sands4, 10, 7168, 0, 6525.5, 25033.2, 0, 0, 0, 0, 2.4, 618.8, 0, 0, 0, 11765.6, 10574.8, 301.9, 301.9, 25.7, 4.5, 0, 0, 3030.7, 104.8, 2446.3, 943.6, 0, 0, 37.4, 58.2, 1.5, 1.5, 0.1, 0.5, 0, 0, 303.1, 10.5, 97.9, 105.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 520.1, 0, 0, 0, 
0, Shallow3, 11, 25924, 0, 4365.2, 14362.5, 0, 0, 0, 0, 2.4, 410.7, 0, 0, 0, 6750.4, 5855.7, 243.9, 243.9, 20.7, 3.7, 0, 0, 2144.5, 66.6, 1554.5, 599.6, 0, 0, 24.2, 30.8, 1.2, 1.2, 0.1, 0.4, 0, 0, 214.5, 6.7, 62.2, 67.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 353.3, 0, 0, 0, 
0, Shallow2, 12, 26415, 0, 3867.5, 10673.6, 0, 0, 0, 0, 2.4, 358.8, 0, 0, 0, 5016.6, 4542.8, 167.5, 167.5, 14.2, 2.5, 0, 0, 1902, 59, 1375.9, 530.7, 0, 0, 19.5, 24.4, 0.8, 0.8, 0.1, 0.3, 0, 0, 190.2, 5.9, 55, 59.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 313.3, 0, 0, 0, 
0, Shallow1, 13, 10612, 0, 4284.3, 11756.1, 0, 0, 0, 0, 2.4, 408, 0, 0, 0, 5525.4, 5006.7, 127.5, 127.5, 10.8, 1.9, 0, 0, 2167.7, 63.5, 1481.6, 571.5, 0, 0, 26.3, 31.4, 0.6, 0.6, 0.1, 0.2, 0, 0, 216.8, 6.3, 59.3, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 349, 0, 0, 0, 
1, Clay3, 0, 34975, -296.7, 4706.8, 2486, 354.2, 353.1, 64.2, 295, 1.11, 406, 5.3, 6.9, 6.8, 1163.4, 858.4, 5516, 5132.2, 66.5, 15.6, 26.5, 36.6, 2393, 148.2, 1574.7, 590.9, 0.2, 0.1, 3.9, 3.2, 20.8, 29.3, 0.3, 0.7, 0.1, 1.2, 210.1, 8.4, 60.4, 66.2, 0, 0, 0, 0, 2.7, 0.3, -0.1, 0, 1.91, 0, 0, 1.8, 0.2, 5.6, 0.7, 348.6, 1.71, 0, 9797.7, 
1, Clay2, 1, 89356, -362.9, 4124.8, 2131.4, 299.3, 298.7, 51.9, 201.1, 0.96, 363.8, 4.3, 8.1, 8, 995.3, 828.1, 3998.7, 3869.6, 52.8, 12.4, 21.5, 29.6, 2064.8, 114.4, 1407.5, 538.1, 0.2, 0.2, 4.9, 3.6, 15.5, 22.3, 0.3, 0.5, 0.1, 1, 191.7, 7.5, 55, 60.3, 0, 0, 0, 0, 2.3, 0.2, 0, 0, 1.65, 0, 0, 8, 0.7, 4.8, 0.6, 317.2, 1.62, 0, 7502.9, 
1, Clay1, 2, 10490, -312.5, 4258.9, 3768.8, 244.2, 243.7, 39.3, 231.5, 0.69, 389.4, 3.6, 9.7, 9.6, 1763.1, 1500, 3619, 3453.5, 40.1, 9.4, 16.3, 22.5, 2142, 104.2, 1454.6, 558, 0.2, 0.2, 11.6, 10.4, 14.2, 20, 0.2, 0.4, 0.1, 0.7, 203.8, 7.4, 57.2, 62.5, 0, 0, 0, 0, 2, 0.2, 0, 0, 1.08, 0, 0, 20.2, 1.9, 4.1, 0.4, 332.9, 1.5, 0, 6657.2, 
